id_venda,data,cliente,cidade,uf,categoria,forma_pagamento,preco_unitario,quantidade,desconto,total_liquido,aliquota,imposto_estimado
215,2025-09-20,Emanuel Viana,Sousa de Lopes,CE,Eletrônicos,PIX,3596.87,4,0.0,14387.47,0.18,2589.75
216,2025-10-19,Bruna Campos,da Conceição dos Dourados,BA,Eletrônicos,Dinheiro,500.2,5,0.0,2501.01,0.18,450.18
217,2025-08-19,Thomas Duarte,Borges,SC,Acessórios,Cartão,375.19,5,0.0,1875.97,0.12,225.12
218,2025-07-29,Maria Laura Cassiano,Costa das Flores,SP,Eletrônicos,Cartão,3011.89,3,0.1,8132.1,0.12,975.85
219,2025-07-18,Sra. Alícia Lopes,Albuquerque da Prata,PR,Eletrônicos,Cartão,4241.28,5,0.05,20146.09,0.18,3626.3
220,2025-10-10,Ester Mendes,Moraes do Galho,RJ,Acessórios,Dinheiro,23.37,4,0.0,93.5,0.12,11.22
221,2025-09-23,Mariah da Cunha,Andrade dos Dourados,BA,Acessórios,Cartão,41.41,3,0.0,124.22,0.18,22.36
222,2025-09-02,Sr. Luan Fonseca,Freitas,SC,Eletrônicos,Cartão,2258.66,4,0.0,9034.63,0.07,632.42
223,2025-08-16,Stella Barros,Nunes,PR,Informática,Dinheiro,3377.1,2,0.05,6416.49,0.18,1154.97
224,2025-11-30,Olívia Viana,Vieira,RS,Informática,Boleto,6648.77,5,0.15,28257.26,0.12,3390.87
225,2025-07-31,Sr. Caleb Vieira,Azevedo do Sul,PR,Acessórios,PIX,486.56,1,0.0,486.56,0.07,34.06
226,2025-08-23,Srta. Giovanna Cavalcanti,Teixeira,CE,Eletrônicos,PIX,626.43,5,0.1,2818.95,0.18,507.41
227,2025-11-26,Ana Carolina Aragão,Borges,SP,Acessórios,PIX,239.98,5,0.0,1199.92,0.18,215.99
228,2025-11-25,Vitor Hugo Cirino,Lima do Sul,RJ,Acessórios,Boleto,379.66,4,0.0,1518.62,0.18,273.35
229,2025-12-08,Sra. Emanuelly Azevedo,Moreira de Goiás,RS,Acessórios,Cartão,384.04,5,0.05,1824.21,0.07,127.69
230,2026-01-06,Anna Liz da Cunha,Gomes,PE,Eletrônicos,Dinheiro,2888.87,3,0.1,7799.96,0.18,1403.99
231,2025-11-19,Sofia Costela,Lopes dos Dourados,RS,Acessórios,Dinheiro,202.6,3,0.0,607.8,0.07,42.55
232,2025-10-08,Enzo Gabriel da Luz,Camargo,PE,Eletrônicos,Dinheiro,2972.45,2,0.0,5944.9,0.18,1070.08
233,2025-08-05,Mathias Moraes,Teixeira de Lopes,MG,Eletrônicos,PIX,1942.88,4,0.0,7771.53,0.07,544.01
234,2026-01-12,Oliver Montenegro,Barros,PR,Acessórios,PIX,60.06,4,0.05,228.24,0.12,27.39
235,2025-08-08,Maria Sophia Azevedo,Costa das Flores,RS,Informática,Boleto,5842.71,2,0.0,11685.41,0.07,817.98
236,2025-12-01,Cauê Mendonça,Freitas da Praia,MG,Acessórios,PIX,447.32,5,0.15,1901.13,0.12,228.14
237,2025-09-17,Lara Aparecida,Duarte de da Rocha,RJ,Acessórios,Cartão,494.27,4,0.0,1977.09,0.12,237.25
238,2025-11-02,Ravi Lucca Martins,Pastor de Goiás,CE,Acessórios,Boleto,61.85,3,0.0,185.54,0.12,22.26
239,2025-11-09,Vitor Gabriel Moura,Sampaio,PE,Eletrônicos,Dinheiro,2290.43,3,0.05,6527.71,0.07,456.94
240,2025-10-25,Maria Sophia Pacheco,Farias de Vasconcelos,MG,Eletrônicos,Dinheiro,3494.37,4,0.15,11880.86,0.07,831.66
241,2025-09-02,Sra. Carolina Almeida,Farias de Novaes,BA,Informática,Cartão,1841.91,1,0.0,1841.91,0.18,331.54
242,2025-09-29,Alexandre Melo,Ribeiro,SP,Serviços,Boleto,245.22,1,0.1,220.69,0.07,15.45
243,2025-10-16,Rafael Silva,Pimenta de Minas,GO,Eletrônicos,Dinheiro,2021.61,3,0.15,5155.12,0.07,360.86
244,2025-09-19,João Guilherme Moraes,Caldeira do Campo,GO,Eletrônicos,Boleto,3751.54,3,0.15,9566.43,0.18,1721.96
245,2025-08-16,Maitê Cavalcanti,Moura de Minas,BA,Acessórios,Cartão,288.41,1,0.0,288.41,0.18,51.91
246,2025-11-19,Dr. Gabriel da Mota,da Mata dos Dourados,PR,Eletrônicos,Boleto,2795.35,4,0.0,11181.41,0.18,2012.65
247,2025-10-07,Benício Câmara,Rios Alegre,PE,Eletrônicos,Dinheiro,431.09,1,0.15,366.42,0.18,65.96
248,2025-08-20,Ana Luiza Almeida,Vieira do Amparo,SP,Eletrônicos,Dinheiro,1569.39,5,0.0,7846.97,0.07,549.29
249,2025-12-28,Sr. Davi Luiz Viana,Moraes,SP,Eletrônicos,PIX,3740.32,2,0.1,6732.57,0.18,1211.86
250,2025-11-28,Laís da Cunha,Abreu,GO,Acessórios,PIX,391.46,2,0.0,782.92,0.07,54.8
251,2025-07-29,Luiza da Mota,Rezende,BA,Informática,Cartão,5170.9,4,0.0,20683.61,0.12,2482.03
252,2025-12-27,Henrique Rezende,Pastor de Albuquerque,GO,Eletrônicos,Cartão,3083.13,1,0.0,3083.13,0.07,215.82
253,2025-11-07,Rodrigo Ramos,Sá do Sul,GO,Eletrônicos,PIX,1346.51,3,0.0,4039.54,0.18,727.12
254,2026-01-05,Rafael da Conceição,Aragão do Norte,SP,Informática,Boleto,193.22,3,0.1,521.7,0.12,62.6
255,2025-12-03,Breno Oliveira,Cavalcanti da Mata,SP,Acessórios,PIX,41.31,5,0.0,206.53,0.18,37.18
256,2025-07-26,Caio Lopes,Fogaça,RS,Eletrônicos,PIX,2958.94,3,0.0,8876.83,0.12,1065.22
257,2025-11-08,Maria Cardoso,Barbosa,MG,Informática,Cartão,7274.75,1,0.1,6547.27,0.18,1178.51
258,2025-10-12,Maria Cecília Sousa,Nunes de Nogueira,PE,Acessórios,Cartão,143.65,4,0.05,545.88,0.07,38.21
259,2025-07-22,Ana Julia Ramos,Mendonça do Sul,BA,Acessórios,PIX,221.09,1,0.0,221.09,0.12,26.53
260,2025-11-28,Sra. Sophia da Rocha,Abreu de Silva,PE,Serviços,Dinheiro,426.62,3,0.1,1151.86,0.18,207.33
261,2025-10-09,Esther Sá,Peixoto de Goiás,SC,Eletrônicos,Boleto,778.68,2,0.0,1557.36,0.12,186.88
262,2026-01-10,Valentina Macedo,Cavalcanti,RS,Informática,Dinheiro,493.35,1,0.05,468.68,0.18,84.36
263,2025-09-01,Larissa Nogueira,Montenegro da Prata,RJ,Informática,Boleto,759.27,4,0.0,3037.1,0.12,364.45
264,2025-07-20,Bento Moraes,Sampaio de Marques,PE,Acessórios,Dinheiro,299.46,1,0.0,299.46,0.12,35.93
265,2025-12-09,Daniel Vieira,Moura das Pedras,GO,Informática,Cartão,5219.06,4,0.0,20876.25,0.18,3757.73
266,2025-11-06,Anna Liz Montenegro,Jesus,SP,Informática,PIX,6800.04,4,0.0,27200.18,0.07,1904.01
267,2025-08-04,Ágatha Moreira,Azevedo,PR,Eletrônicos,Dinheiro,1296.74,2,0.0,2593.47,0.07,181.54
268,2025-12-20,Dr. Isaque da Mota,Pimenta,MG,Informática,Dinheiro,6086.28,5,0.1,27388.25,0.12,3286.59
269,2025-09-25,Joana Cunha,Abreu,RS,Eletrônicos,PIX,2331.81,3,0.15,5946.12,0.12,713.53
270,2025-11-20,Isaque da Paz,Moraes de Brito,SC,Serviços,Cartão,456.28,5,0.1,2053.25,0.12,246.39
271,2025-08-30,Oliver Marques,Caldeira,MG,Acessórios,Dinheiro,345.15,3,0.0,1035.44,0.12,124.25
272,2025-11-23,Sr. Brayan Monteiro,Pimenta das Flores,MG,Informática,PIX,6561.54,3,0.1,17716.16,0.18,3188.91
273,2025-11-22,Rebeca Santos,Farias de Marques,MG,Acessórios,Boleto,38.94,4,0.1,140.19,0.07,9.81
274,2025-09-10,Vitor Gabriel Sales,Novais,SC,Serviços,PIX,642.88,4,0.0,2571.53,0.18,462.88
275,2025-07-26,Clarice Sá,Siqueira,SC,Acessórios,Cartão,490.87,2,0.0,981.75,0.18,176.71
276,2025-12-28,Srta. Letícia das Neves,Barros,PE,Acessórios,Dinheiro,449.34,4,0.1,1617.61,0.18,291.17
277,2025-09-24,Sr. Dante das Neves,Almeida,MG,Acessórios,Boleto,429.9,1,0.0,429.9,0.12,51.59
278,2025-10-17,Mateus Fernandes,Rodrigues do Oeste,PR,Acessórios,Cartão,464.66,5,0.0,2323.32,0.18,418.2
279,2025-08-14,Marcelo Fernandes,Martins,PR,Eletrônicos,Cartão,1921.83,1,0.05,1825.74,0.18,328.63
280,2025-08-20,Evelyn da Cunha,da Cruz,SP,Acessórios,Dinheiro,41.2,5,0.05,195.69,0.07,13.7
281,2025-08-06,Julia Rocha,Monteiro de Melo,PE,Serviços,Dinheiro,116.45,1,0.05,110.63,0.12,13.28
282,2025-10-22,Manuella Lima,Campos,SC,Informática,Cartão,4460.67,2,0.0,8921.35,0.07,624.49
283,2025-09-21,Francisco Azevedo,Nogueira da Praia,GO,Eletrônicos,Boleto,742.07,2,0.0,1484.14,0.12,178.1
284,2025-11-29,Julia Pimenta,Sá de Cavalcante,RJ,Eletrônicos,Boleto,1548.82,3,0.0,4646.46,0.18,836.36
285,2025-07-21,Emanuella Barros,Nogueira,PE,Eletrônicos,Boleto,1252.52,1,0.0,1252.52,0.18,225.45
286,2025-08-09,Allana Campos,Santos,CE,Acessórios,Dinheiro,54.45,2,0.05,103.46,0.18,18.62
287,2025-07-27,Maria Cecília Brito,Nogueira de Câmara,BA,Eletrônicos,Boleto,885.8,2,0.0,1771.61,0.18,318.89
288,2025-07-28,Maria Alice Campos,Farias,SP,Eletrônicos,PIX,1724.42,1,0.0,1724.42,0.18,310.39
289,2025-09-15,Bernardo Camargo,Fonseca dos Dourados,PE,Eletrônicos,Dinheiro,597.03,1,0.1,537.33,0.12,64.48
290,2025-08-07,Dra. Ana Cecília Cirino,Carvalho,MG,Serviços,PIX,773.06,5,0.0,3865.29,0.07,270.57
291,2025-11-19,Rafaela da Rocha,Cirino,PE,Informática,Boleto,184.25,5,0.0,921.26,0.12,110.55
292,2025-07-27,Mariana Costa,da Costa de Fogaça,PE,Serviços,Boleto,533.11,2,0.0,1066.22,0.12,127.95
293,2025-07-31,Luara Farias,Nogueira do Sul,PE,Informática,Cartão,1021.17,1,0.0,1021.17,0.18,183.81
294,2025-12-22,Dra. Ana Júlia Fonseca,Mendonça do Galho,BA,Informática,PIX,1814.15,1,0.05,1723.45,0.18,310.22
295,2025-09-08,Maria Isis Silva,Sampaio,GO,Eletrônicos,Cartão,4667.88,4,0.0,18671.5,0.18,3360.87
296,2025-09-13,Otto Novais,Correia,PR,Informática,Cartão,3037.12,2,0.0,6074.24,0.07,425.2
297,2025-08-11,Enzo Caldeira,Ferreira,PR,Eletrônicos,PIX,4573.13,3,0.0,13719.39,0.12,1646.33
298,2025-08-16,Esther da Cruz,Rios,BA,Serviços,Boleto,439.27,1,0.0,439.27,0.18,79.07
299,2025-09-09,Liz Rios,Aragão,CE,Eletrônicos,Dinheiro,4314.22,1,0.0,4314.22,0.12,517.71
300,2025-08-27,Dr. Luiz Miguel Sá,Barbosa da Mata,PE,Eletrônicos,Dinheiro,3911.08,3,0.05,11146.58,0.18,2006.38
301,2025-09-06,Léo Freitas,Moura,PE,Acessórios,Boleto,310.95,5,0.0,1554.75,0.12,186.57
302,2025-10-27,José Miguel Machado,Pastor,RJ,Acessórios,PIX,48.66,4,0.15,165.46,0.18,29.78
303,2025-09-21,Bruno Pires,Pimenta de Câmara,BA,Informática,PIX,7707.73,3,0.05,21967.03,0.18,3954.07
304,2025-08-28,Allana Melo,Casa Grande de Minas,CE,Informática,Boleto,2318.46,4,0.0,9273.85,0.18,1669.29
305,2025-11-03,Cecília Abreu,Costela dos Dourados,BA,Acessórios,Dinheiro,278.63,2,0.05,529.4,0.18,95.29
306,2025-11-01,Henry Costela,Rodrigues de Sousa,GO,Informática,Cartão,7669.78,5,0.1,34514.02,0.18,6212.52
307,2025-08-03,Levi Costela,Lopes,SC,Eletrônicos,Dinheiro,3852.1,3,0.0,11556.3,0.12,1386.76
308,2025-07-27,Lorenzo Leão,Macedo de Pereira,SP,Acessórios,Boleto,273.07,4,0.15,928.44,0.07,64.99
309,2025-12-04,Elisa Nascimento,Vargas,GO,Informática,Cartão,7851.98,1,0.1,7066.78,0.07,494.67
310,2025-10-04,Dra. Luana Montenegro,Martins,CE,Informática,Cartão,6660.72,1,0.15,5661.62,0.18,1019.09
311,2025-12-28,Benicio Viana,Almeida,GO,Serviços,Dinheiro,235.51,1,0.0,235.51,0.18,42.39
312,2026-01-01,Gabrielly Farias,Pereira,SC,Informática,Boleto,4884.05,4,0.1,17582.6,0.12,2109.91
313,2025-09-07,Diego Cassiano,Martins,CE,Eletrônicos,Dinheiro,1744.02,5,0.0,8720.08,0.12,1046.41
314,2025-12-21,Luiz Felipe Araújo,Gonçalves,CE,Acessórios,PIX,495.24,1,0.0,495.24,0.18,89.14
315,2026-01-13,Dr. Breno Ferreira,da Mota de da Mata,BA,Informática,Dinheiro,7359.65,1,0.05,6991.67,0.12,839.0
316,2025-12-27,Luiz Fernando Oliveira,Marques,RJ,Informática,PIX,2037.13,4,0.0,8148.53,0.18,1466.73
317,2025-10-18,Aurora Novaes,Pimenta de da Cunha,CE,Eletrônicos,Boleto,4790.34,4,0.0,19161.35,0.12,2299.36
318,2025-09-11,Mariah Viana,Cunha de Rocha,CE,Informática,Dinheiro,1278.94,2,0.1,2302.1,0.12,276.25
319,2025-12-03,Lívia Aparecida,Freitas,BA,Acessórios,Cartão,303.74,3,0.0,911.23,0.07,63.79
320,2025-12-16,Yuri Farias,Costa,BA,Eletrônicos,Cartão,1617.16,3,0.1,4366.33,0.12,523.96
321,2025-07-28,Thiago Fogaça,Machado,GO,Acessórios,Cartão,440.42,4,0.0,1761.7,0.07,123.32
322,2025-12-04,Bernardo Abreu,Rezende,PE,Informática,PIX,3420.04,2,0.0,6840.08,0.12,820.81
323,2025-08-23,Srta. Heloisa da Paz,Castro do Norte,MG,Eletrônicos,PIX,4437.13,3,0.05,12645.81,0.18,2276.25
324,2025-12-14,João Vitor Santos,Sales,CE,Acessórios,Cartão,362.06,1,0.0,362.06,0.18,65.17
325,2025-08-28,Lívia Rezende,Vasconcelos,GO,Informática,Boleto,4408.4,2,0.05,8375.96,0.07,586.32
326,2025-07-28,Caroline da Mata,Castro dos Dourados,SP,Informática,PIX,483.02,4,0.05,1835.46,0.07,128.48
327,2025-11-08,Arthur Mendes,Almeida das Flores,SP,Eletrônicos,Boleto,3600.75,2,0.05,6841.43,0.18,1231.46
328,2025-09-24,Francisco Silveira,das Neves Grande,RS,Acessórios,Cartão,185.41,1,0.0,185.41,0.12,22.25
329,2025-10-06,Bárbara Vargas,Leão Grande,PR,Acessórios,Dinheiro,368.99,1,0.0,368.99,0.12,44.28
330,2025-10-16,Luan Gonçalves,Fonseca da Mata,BA,Acessórios,Boleto,422.72,2,0.05,803.17,0.18,144.57
331,2025-10-27,Isabelly Ramos,Pinto de Viana,MG,Eletrônicos,PIX,3589.73,5,0.05,17051.2,0.18,3069.22
332,2025-08-16,Beatriz Carvalho,Araújo,MG,Serviços,Cartão,656.59,4,0.05,2495.05,0.12,299.41
333,2025-09-23,Dr. Gustavo Machado,da Mata,PR,Acessórios,Dinheiro,468.94,3,0.05,1336.49,0.12,160.38
334,2025-11-25,Clara Azevedo,Rodrigues Alegre,SP,Eletrônicos,PIX,295.02,1,0.0,295.02,0.18,53.1
335,2025-11-15,Hellena Barbosa,Leão,SP,Eletrônicos,PIX,1571.64,2,0.0,3143.28,0.12,377.19
336,2025-09-15,Valentim Fonseca,Pastor Grande,SC,Informática,Cartão,1062.1,5,0.0,5310.5,0.12,637.26
337,2025-10-17,Mariah Sá,Fernandes,PE,Serviços,PIX,184.52,2,0.0,369.05,0.12,44.29
338,2025-11-16,Davi Luiz Viana,da Cruz,BA,Eletrônicos,Cartão,2229.1,2,0.0,4458.19,0.18,802.48
339,2025-12-12,Caroline da Mota,Porto de Goiás,CE,Eletrônicos,Dinheiro,3510.94,4,0.0,14043.75,0.07,983.06
340,2025-08-09,Théo Cavalcanti,Fogaça das Flores,MG,Informática,Dinheiro,2249.11,3,0.05,6409.95,0.18,1153.79
341,2025-12-13,Eduarda Montenegro,Aparecida da Prata,BA,Informática,Cartão,165.85,1,0.0,165.85,0.18,29.85
342,2025-11-29,Sr. Mateus da Conceição,Rocha,PR,Serviços,Boleto,560.08,4,0.05,2128.32,0.12,255.4
343,2025-09-18,Larissa Carvalho,Sampaio Grande,BA,Eletrônicos,Cartão,4710.33,1,0.0,4710.33,0.18,847.86
344,2025-12-08,Sr. Leonardo Moura,Garcia,PR,Eletrônicos,Dinheiro,4589.83,1,0.0,4589.83,0.18,826.17
345,2025-10-15,Igor Teixeira,Moraes,PE,Informática,Boleto,5651.81,5,0.1,25433.15,0.18,4577.97
346,2025-12-04,Caio Costela,Mendes do Amparo,SP,Eletrônicos,PIX,1229.15,5,0.0,6145.76,0.12,737.49
347,2025-09-24,Eloah Araújo,Caldeira dos Dourados,RJ,Acessórios,Cartão,444.78,4,0.1,1601.22,0.18,288.22
348,2025-09-01,Srta. Allana Monteiro,Araújo,SC,Informática,Boleto,5942.65,2,0.0,11885.3,0.12,1426.24
349,2025-10-16,Luara Sales,Marques,SP,Informática,Boleto,7334.77,3,0.0,22004.31,0.18,3960.78
350,2025-09-09,Marina Silveira,Albuquerque,SC,Informática,Dinheiro,3623.98,4,0.0,14495.93,0.18,2609.27
351,2026-01-11,Dante Silva,Brito de Vieira,PE,Informática,Boleto,4783.33,4,0.0,19133.31,0.12,2296.0
352,2025-09-03,Théo Sampaio,Vargas,RJ,Informática,Boleto,7403.61,1,0.0,7403.61,0.18,1332.65
353,2025-10-21,Helena das Neves,Rodrigues,BA,Acessórios,PIX,23.82,3,0.0,71.47,0.18,12.86
354,2025-10-26,Davi Luiz Pacheco,Castro da Serra,CE,Acessórios,Cartão,167.74,5,0.0,838.71,0.12,100.65
355,2025-09-29,Breno Caldeira,Vieira,SP,Eletrônicos,PIX,1729.32,1,0.1,1556.39,0.18,280.15
356,2025-10-20,Sr. Gustavo Costa,da Cunha de Lima,MG,Eletrônicos,Dinheiro,2189.68,5,0.05,10400.97,0.12,1248.12
357,2025-08-24,Sr. Calebe Macedo,Barros,SP,Eletrônicos,Dinheiro,3755.01,1,0.0,3755.01,0.12,450.6
358,2026-01-02,Evelyn Silveira,da Conceição,CE,Acessórios,Boleto,126.73,4,0.0,506.93,0.07,35.49
359,2025-10-17,Maria Júlia Sales,Andrade de Borges,MG,Informática,Boleto,6032.72,1,0.0,6032.72,0.12,723.93
360,2025-08-11,Dra. Fernanda Nascimento,Carvalho,GO,Acessórios,PIX,260.05,1,0.05,247.05,0.18,44.47
361,2025-10-10,Matheus Garcia,Macedo do Norte,PR,Acessórios,Boleto,88.56,5,0.0,442.82,0.18,79.71
362,2025-10-30,Lorena Barbosa,Novais do Galho,RS,Acessórios,Boleto,400.52,5,0.0,2002.62,0.18,360.47
363,2026-01-07,Jade Albuquerque,Pimenta,PE,Acessórios,PIX,381.27,1,0.0,381.27,0.12,45.75
364,2026-01-10,Augusto Alves,Borges do Oeste,MG,Informática,Dinheiro,3325.86,1,0.1,2993.28,0.18,538.79
365,2025-10-14,Valentim Gonçalves,da Conceição do Campo,GO,Eletrônicos,Cartão,4411.28,4,0.0,17645.13,0.18,3176.12
366,2026-01-06,Ryan da Luz,Lima,SC,Informática,Dinheiro,7977.88,3,0.0,23933.64,0.18,4308.06
367,2025-11-09,Sr. Caleb Cardoso,Silva de Minas,BA,Eletrônicos,Dinheiro,2428.34,3,0.0,7285.03,0.18,1311.31
368,2025-07-18,Heitor Machado,Peixoto,RJ,Informática,Cartão,4455.09,2,0.0,8910.18,0.18,1603.83
369,2025-12-07,Maria Clara Novaes,Souza do Galho,CE,Acessórios,Dinheiro,119.48,3,0.0,358.43,0.07,25.09
370,2025-08-07,Hadassa Pires,Guerra de Vargas,CE,Informática,Cartão,6105.92,4,0.1,21981.29,0.18,3956.63
371,2025-11-16,Lavínia Sousa,Sales de Minas,CE,Eletrônicos,Cartão,2191.86,1,0.0,2191.86,0.12,263.02
372,2025-07-19,Fernando da Mata,Mendes do Amparo,CE,Acessórios,Cartão,56.95,4,0.0,227.79,0.12,27.33
373,2025-08-13,Henry Gabriel Almeida,Freitas das Flores,SC,Acessórios,Cartão,379.15,5,0.1,1706.18,0.12,204.74
374,2025-10-06,Samuel Souza,Guerra,BA,Eletrônicos,PIX,4154.08,4,0.05,15785.52,0.18,2841.39
375,2025-09-04,Brayan Macedo,Oliveira do Sul,SP,Informática,Dinheiro,2222.43,5,0.05,10556.56,0.18,1900.18
376,2026-01-11,Matteo da Rosa,Siqueira,GO,Eletrônicos,Boleto,1165.11,5,0.1,5243.01,0.18,943.74
377,2025-09-14,Antonella Cavalcanti,Garcia,SC,Acessórios,Boleto,176.79,5,0.1,795.54,0.18,143.2
378,2025-12-23,Eloá Peixoto,Carvalho,SP,Informática,Cartão,7149.93,4,0.05,27169.74,0.12,3260.37
379,2025-11-25,Pietro Peixoto,Novais,GO,Eletrônicos,PIX,3193.97,3,0.0,9581.9,0.18,1724.74
380,2025-08-18,Augusto Duarte,Costa,CE,Acessórios,Dinheiro,326.39,2,0.05,620.15,0.12,74.42
381,2025-08-29,Benicio Ferreira,Garcia da Serra,RS,Informática,Cartão,7443.75,3,0.0,22331.24,0.12,2679.75
382,2026-01-03,Juliana Ramos,Lopes de Costa,SP,Informática,Cartão,7528.46,5,0.05,35760.21,0.18,6436.84
383,2025-12-19,Anna Liz Marques,Vieira,PR,Eletrônicos,Boleto,3231.89,2,0.0,6463.78,0.18,1163.48
384,2025-10-21,Ana Julia Ribeiro,Costa,GO,Informática,Boleto,3723.1,2,0.0,7446.2,0.18,1340.32
385,2025-08-21,Bárbara Cavalcante,Sá de Carvalho,GO,Eletrônicos,Cartão,4053.49,5,0.0,20267.46,0.18,3648.14
386,2025-12-06,Agatha Lima,Sales de Borges,SC,Informática,Dinheiro,4803.8,5,0.0,24018.98,0.07,1681.33
387,2025-09-25,Sr. Davi Lucas Cavalcanti,Almeida do Oeste,RS,Informática,Boleto,5323.51,3,0.05,15171.99,0.12,1820.64
388,2025-10-09,Otto Pacheco,Fogaça Paulista,MG,Eletrônicos,Boleto,344.12,5,0.0,1720.62,0.12,206.47
389,2025-12-10,Daniela Porto,Pacheco,SP,Informática,Cartão,7151.36,2,0.0,14302.72,0.12,1716.33
390,2025-09-09,João Barbosa,Teixeira do Galho,RJ,Informática,Dinheiro,942.68,3,0.15,2403.83,0.07,168.27
391,2025-07-29,Dr. Mateus Campos,Santos de Martins,GO,Informática,Dinheiro,1777.09,4,0.1,6397.53,0.12,767.7
392,2025-11-20,Liam da Luz,Aragão,BA,Acessórios,Cartão,90.52,2,0.1,162.94,0.18,29.33
393,2025-09-09,Isaque da Cruz,Pimenta do Sul,PR,Acessórios,PIX,165.74,4,0.0,662.96,0.12,79.55
394,2025-12-01,Pedro Lucas Monteiro,Campos do Oeste,CE,Informática,Dinheiro,597.28,5,0.0,2986.42,0.18,537.55
395,2025-07-22,Ester Costa,Lopes de Camargo,CE,Acessórios,PIX,423.25,1,0.1,380.93,0.07,26.66
396,2025-10-25,Théo Novais,Borges,PE,Informática,Boleto,3942.97,3,0.05,11237.46,0.07,786.62
397,2025-11-14,Sr. Bernardo Marques,Fogaça,PE,Informática,Cartão,7240.89,3,0.05,20636.53,0.18,3714.58
398,2025-11-10,José Pires,Lima,BA,Informática,Boleto,7468.73,4,0.0,29874.93,0.18,5377.49
399,2025-09-01,Kevin Montenegro,da Rosa das Pedras,RJ,Eletrônicos,Cartão,4535.32,1,0.05,4308.55,0.12,517.03
400,2025-08-20,Pedro Lucas Ramos,Sales de Sousa,SP,Informática,Dinheiro,4649.8,1,0.0,4649.8,0.18,836.96
401,2025-08-29,Asafe Oliveira,da Luz,SC,Eletrônicos,PIX,3808.05,4,0.05,14470.57,0.07,1012.94
402,2025-09-17,Ana Julia Martins,Fogaça de Minas,SP,Informática,Boleto,2011.11,3,0.0,6033.34,0.18,1086.0
403,2025-12-01,Dr. Thomas Moraes,Pereira de Câmara,PE,Eletrônicos,Cartão,3571.94,5,0.05,16966.73,0.12,2036.01
404,2025-12-03,Isadora Almeida,Nascimento do Sul,PR,Informática,PIX,506.8,1,0.0,506.8,0.18,91.22
405,2025-12-09,Rhavi da Paz,Moraes de Peixoto,BA,Eletrônicos,PIX,1536.66,4,0.0,6146.64,0.12,737.6
406,2025-12-12,Alícia Castro,Lima dos Dourados,SP,Eletrônicos,Cartão,3912.23,4,0.0,15648.92,0.18,2816.8
407,2025-10-16,Vitor Hugo Ribeiro,Rocha de Cassiano,RS,Eletrônicos,Cartão,802.33,5,0.1,3610.5,0.18,649.89
408,2025-07-19,João Lucas Fonseca,Vargas de Souza,PR,Eletrônicos,Boleto,3797.24,3,0.0,11391.73,0.07,797.42
409,2025-07-23,Maysa Oliveira,Teixeira,GO,Eletrônicos,Boleto,4679.38,4,0.1,16845.78,0.18,3032.24
410,2025-07-29,Helena Machado,Vargas Alegre,SC,Informática,Cartão,2360.69,1,0.05,2242.65,0.18,403.68
411,2025-10-22,Levi Novais,da Luz,MG,Acessórios,Dinheiro,427.78,1,0.1,385.0,0.07,26.95
412,2025-08-16,Pedro Lucas da Cruz,Freitas,SC,Informática,Cartão,875.03,5,0.0,4375.15,0.18,787.53
413,2025-08-12,Marcela Garcia,Moura,SC,Eletrônicos,Boleto,3377.19,3,0.0,10131.56,0.07,709.21
414,2026-01-06,Noah Vargas,Peixoto da Mata,MG,Eletrônicos,Boleto,1219.75,2,0.1,2195.54,0.18,395.2
415,2025-08-09,Marcela Alves,Ferreira,SP,Eletrônicos,Cartão,2312.28,4,0.1,8324.2,0.07,582.69
416,2025-08-24,Bruno Moreira,Siqueira,BA,Informática,PIX,4018.63,1,0.0,4018.63,0.07,281.3
417,2025-10-10,Zoe Rodrigues,Campos de Lima,RS,Informática,Dinheiro,7462.71,3,0.0,22388.12,0.18,4029.86
418,2025-09-08,Théo Siqueira,Ramos,RS,Eletrônicos,PIX,1418.9,5,0.0,7094.51,0.18,1277.01
419,2025-12-29,Igor Moraes,Cunha,RJ,Eletrônicos,Dinheiro,3746.56,4,0.1,13487.62,0.18,2427.77
420,2025-08-19,Agatha Abreu,Andrade,SC,Eletrônicos,Dinheiro,2233.03,2,0.0,4466.06,0.07,312.62
421,2025-08-07,Rael Ribeiro,Moreira Verde,SC,Informática,Cartão,4969.67,2,0.1,8945.4,0.18,1610.17
422,2025-11-24,Valentina Guerra,Silveira do Oeste,GO,Acessórios,Boleto,287.51,1,0.0,287.51,0.18,51.75
423,2025-09-02,Josué Dias,Jesus,GO,Eletrônicos,PIX,4080.35,5,0.0,20401.74,0.07,1428.12
424,2025-07-18,Luna da Rosa,Duarte da Mata,SP,Serviços,PIX,283.85,3,0.05,808.98,0.18,145.62
425,2025-10-19,Davi Lucca Correia,Santos do Norte,RS,Serviços,Dinheiro,753.86,4,0.05,2864.67,0.18,515.64
426,2025-08-30,Igor Pimenta,da Rosa Alegre,CE,Informática,Dinheiro,6545.17,3,0.15,16690.18,0.12,2002.82
427,2025-09-13,Henry Gabriel Moura,Aragão do Galho,CE,Informática,Dinheiro,2333.08,3,0.0,6999.24,0.18,1259.86
428,2025-11-04,Stephany Pacheco,Porto do Sul,RJ,Informática,Boleto,1966.34,1,0.0,1966.34,0.18,353.94
